#,都府県振興局,アメダス観測所番号,地上観測所観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間（ESは気象衛星等のデータからの推計値）,観測_降雪の深さ,観測所名_漢字名,観測所名_カタカナ名,観測所名_ローマ字名,観測所名_気象情報等に表記する名称,所在地_住所1,所在地_住所2,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,観測終了年月日,備考1,備考2
#,Prefectural Development Bureau,AMeDAS station number,Surface station station number,Type,Type of Observation Instrument,Observation_Precipitation,Observation_Temperature,Observation_wind_direction,Wind Speed,Relative humidity,Sunshine hours (ES is estimated from meteorological satellite data),Observation_Depth of snowfall,Station name_Kanji,Station name_Katakana,Station name_Roman alphabet,"Station name_Name to be written in meteorological information,etc.",Location_Address1,Location_Address2,Latitude (degree),Latitude (minutes),Longitude(degree),Longitude (minutes),Height above sea level (m),Height of anemometer (m),Height of thermometer (m),Observation start date,Observation end date,Remark 1,Remark 2
739,新潟,54232,47604,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,新潟,ニイガタ,NIIGATA,新潟,新潟市中央区女池南,-,37,53.3,139,2.9,0,15.1,-,2002.11.21,-,-,風、日照
740,新潟,54236,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,Y,松浜,マツハマ,MATSUHAMA,新潟市松浜,新潟市東区松浜町,新潟航空気象観測所,37,57.3,139,6.7,1,10,-,2003.1.1,-,54908,日照・湿度・気圧を除く
741,新潟,54271,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,羽茂,ハモチ,HAMOCHI,佐渡市羽茂,佐渡市羽茂本郷,-,37,50.5,138,18.8,11,10,1.5,(1975.6.1)1978.11.24,-,-,湿度を除く
742,新潟,54296,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,新津,ニイツ,NIITSU,新潟市新津,新潟市秋葉区小戸上組,-,37,47.5,139,5.2,3,10,2.5,#1978.11.21,-,54910,-
743,新潟,54301,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,瓢湖,ヒョウコ,HYOKO,阿賀野市瓢湖,阿賀野市中島字諏訪前,-,37,50,139,14.2,9,-,-,19906.7.23,-,-,-
744,新潟,54311,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,赤谷,アカダニ,AKADANI,新発田市赤谷,新発田市上赤谷字大檀原,-,37,50.1,139,24.9,135,-,-,1976.7.30,-,-,-
745,新潟,54341,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,巻,マキ,MAKI,新潟市巻,新潟市西蒲区巻甲,-,37,46.1,138,54.8,2,10,2.3,#1978.12.22,-,-,湿度を除く
746,新潟,54387,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,寺泊,テラドマリ,TERADOMARI,長岡市寺泊,長岡市寺泊二の関,-,37,38.4,138,46,44,7.9,1.5,2001.8.10,-,-,湿度を除く
747,新潟,54396,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,三条,サンジョウ,SANJO,三条,三条市西裏館,-,37,38.4,138,57.3,9,12.5,2.5,#1978.11.20,-,-,湿度を除く
748,新潟,54406,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,村松,ムラマツ,MURAMATSU,五泉市村松,五泉市愛宕,-,37,41.8,139,11.3,25,-,-,#,-,-,-
749,新潟,54421,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,津川,ツガワ,TSUGAWA,阿賀町津川,東蒲原郡阿賀町津川,-,37,40.3,139,26.8,100,9.6,3,#1978.11.21,-,54915,湿度を除く
750,新潟,54462,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,宮寄上,ミヤヨリカミ,MIYAYORIKAMI,加茂市宮寄上,加茂市宮寄上,-,37,34.8,139,8.4,125,-,-,1983.6.29,-,-,-
751,新潟,54472,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,室谷,ムロヤ,MUROYA,阿賀町室谷,東蒲原郡阿賀町神谷丙,-,37,33,139,22.2,200,-,-,1992.3.27,-,-,-
752,新潟,54501,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,長岡,ナガオカ,NAGAOKA,長岡,長岡市緑町,-,37,27,138,49.4,23,9.5,3,#1976.2.24,-,54920,湿度を除く
753,新潟,54506,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,栃尾,トチオ,TOCHIO,長岡市栃尾,長岡市栃尾大町,-,37,28.5,138,59.5,83,-,-,#,-,-,-
754,新潟,54541,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,柏崎,カシワザキ,KASHIWAZAKI,柏崎,柏崎市元城町,-,37,21.1,138,33.2,7,10,2.5,#1978.11.15,-,54925,-
755,新潟,54566,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,守門,スモン,IRIHIROSE,魚沼市守門,魚沼市西名,-,37,20.8,139,2.6,222,10,5.4,(1975.5.21)1978.11.17,-,54930,湿度を除く
756,新潟,54586,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,大潟,オオガタ,OGATA,上越市大潟,上越市大潟区土底浜,-,37,13.5,138,19.5,13,10,2.3,1978.11.14,-,-,-
757,新潟,54606,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,小国,オグニ,OGUNI,長岡市小国,長岡市小国町新町,-,37,17.5,138,42.1,83,-,-,1977.6.21,-,-,-
758,新潟,54616,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,小出,コイデ,KOIDE,魚沼市小出,魚沼市佐梨,-,37,13.6,138,57.8,98,10,4,#1978.11.17,-,54935,湿度を除く
759,新潟,54621,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,大湯,オオユ,OYU,魚沼市大湯,魚沼市下折立,-,37,12.3,139,3.7,240,-,-,1981.5.22,-,-,-
760,新潟,54651,47612,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,高田,タカダ,TAKADA,上越市高田,上越市大手町,高田特別地域気象観測所,37,6.4,138,14.8,13,18,-,#1978.3.11,-,54937,-
761,新潟,54661,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,安塚,ヤスヅカ,YASUZUKA,上越市安塚,上越市安塚区和田,-,37,6.4,138,27.4,126,6.5,3.5,#1978.11.15,-,54940,湿度を除く
762,新潟,54666,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,川谷,カワダニ,KAWADANI,上越市川谷,上越市吉川区川谷字宮田,-,37,12,138,31,206,-,-,1985.6.14,-,-,-
763,新潟,54671,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,松代,マツダイ,MATSUDAI,十日町市松代,十日町市松代,-,37,7.9,138,36.4,210,-,-,1977.6.21,-,-,-
764,新潟,54676,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,十日町,トオカマチ,TOKAMACHI,十日町,十日町市小泉字北原,-,37,8.6,138,43.6,170,10,4.5,#1978.11.16,-,54945,湿度を除く
765,新潟,54711,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,糸魚川,イトイガワ,ITOIGAWA,糸魚川,糸魚川市東寺町,-,37,2.6,137,52.5,8,10,2.5,#1978.11.13,-,-,湿度を除く
766,新潟,54721,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,能生,ノウ,NO,糸魚川市能生,糸魚川市大字平,-,37,5,138,1.4,55,10.3,3.5,#1978.11.13,-,54950,湿度を除く
767,新潟,54737,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,筒方,ドウガタ,DOGATA,上越市筒方,上越市板倉区筒方,-,37,1.8,138,20.6,255,-,-,1985.6.14,-,-,-
768,新潟,54761,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,塩沢,シオザワ,SHIOZAWA,南魚沼市塩沢,南魚沼市塩沢,-,37,2.3,138,50.8,195,-,-,1983.6.14,-,-,-
769,新潟,54816,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,関山,セキヤマ,SEKIYAMA,妙高市関山,妙高市大字関山字原田,-,36,56,138,13.3,350,10,4.3,(1975.5.14)1978.11.14,-,54955,湿度を除く
770,新潟,54836,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,津南,ツナン,TSUNAN,津南,中魚沼郡津南町中深見乙,-,36,59.8,138,41,452,10,4.9,#1978.11.16,-,54965,湿度を除く
771,新潟,54841,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,湯沢,ユザワ,YUZAWA,湯沢,南魚沼郡湯沢町湯沢字中島川原,-,36,56.5,138,48.6,340,10,4,#1978.11.18,-,54960,湿度を除く
772,新潟,54876,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,平岩,ヒライワ,HIRAIWA,糸魚川市平岩,糸魚川市大所,-,36,52.8,137,52,281,-,-,1978.11.10,-,-,-
773,新潟,54892,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,樽本,タルモト,TARUMOTO,妙高市樽本,妙高市大字樽本乙,-,36,53.4,138,16.5,633,-,-,1985.6.13,-,-,-
774,富山,55022,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,朝日,アサヒ,ASAHI,朝日,下新川郡朝日町南保町,-,36,56.2,137,33.8,43,10.1,2,19909.9.27,-,55900,-
775,富山,55041,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,氷見,ヒミ,HIMI,氷見,氷見市七分一,-,36,51.8,136,57.6,7,10.2,1.6,1978.11.18,-,55915,湿度を除く
776,富山,55056,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,魚津,ウオヅ,UOZU,魚津,魚津市六郎丸,-,36,49.3,137,25.7,48,10.2,1.8,#1978.11.16,-,55905,-
777,富山,55063,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,宇奈月,ウナヅキ,UNAZUKI,宇奈月,黒部市宇奈月町内山,-,36,50.8,137,33.4,160,-,-,1984.6.21,-,-,-
778,富山,55091,47606,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,伏木,フシキ,FUSHIKI,高岡市伏木,高岡市伏木古国府,伏木特別地域気象観測所,36,47.5,137,3.3,12,15.3,-,#1975.12.12,-,55907,-
779,富山,55102,47607,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,富山,トヤマ,TOYAMA,富山,富山市石坂,富山地方気象台,36,42.5,137,12.1,9,20,-,1986.1.30,-,55908,-
780,富山,55141,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,砺波,トナミ,TONAMI,砺波,砺波市五郎丸,-,36,36.6,136,57.3,69,6.5,2.1,#1976.4.1,-,55910,-
781,富山,55151,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,Y,秋ヶ島,アキガシマ,AKIGASHIMA,富山市秋ヶ島,富山市秋ヶ島,富山航空気象観測所,36,38.9,137,11.2,24,10,-,2003.1.1,-,55925,日照・湿度・気圧を除く
782,富山,55156,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,大山,オオヤマ,OYAMA,大山,富山市花崎,-,36,36.5,137,17,128,-,-,1984.6.28,-,-,-
783,富山,55166,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,上市,カミイチ,KAMIICHI,上市町東種,中新川郡上市町東種,-,36,40.2,137,25.4,296,10,2.8,1978.11.15,-,-,湿度を除く
784,富山,55191,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,南砺高宮,ナントタカミヤ,FUKUMITSU,南砺高宮,南砺市高宮,-,36,32.7,136,52.3,91,10,2.4,#1978.11.17,-,-,湿度を除く
785,富山,55206,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,八尾,ヤツオ,YATSUO,八尾,富山市八尾町樫尾,-,36,34.2,137,9.5,124,10,2.5,#1976.2.27,-,-,-
786,富山,55217,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,立山芦峅,タテヤマアシクラ,TATEYAMAASHIKURA,立山芦峅,中新川郡立山町芦峅寺,-,36,34.6,137,23.1,379,-,-,19902.3.29,-,-,-
787,富山,55252,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,五箇山,ゴカヤマ,GOKAYAMA,五箇山,南砺市下梨中の平,-,36,25.8,136,56.5,357,-,-,2004.10.19,-,-,-
788,富山,55267,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,Y,猪谷,イノタニ,,富山市猪谷,富山市猪谷,-,36,28.4,137,14.2,215,-,-,1996.10.28,-,55920,-
789,石川,56036,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,珠洲,スズ,SUZU,珠洲,珠洲市正院町正院,-,37,26.8,137,17.2,4,7.5,2,#1978.11.20,-,56900,-
790,石川,56052,47600,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,輪島,ワジマ,WAJIMA,輪島,輪島市鳳至町畠田,輪島特別地域気象観測所,37,23.4,136,53.7,5,28.1,-,1986.6.20,-,56903,-
791,石川,56081,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,門前,モンゼン,MONZEN,輪島市門前,輪島市門前町北川,-,37,15.7,136,43.7,11,-,-,#,-,-,-
792,石川,56093,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,N,三井,ミイ,MII,輪島市三井,輪島市三井町洲衛,能登航空気象観測所,37,17.6,136,57.7,219,10,-,2003.7.7,-,-,日照・湿度・気圧を除く
793,石川,56116,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,志賀,シカ,TOGI,志賀,羽咋郡志賀町富来領家町甲,-,37,8.6,136,43.5,6,8.5,2,#1978.11.21,-,-,-
794,石川,56146,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,七尾,ナナオ,NANAODAINI,七尾,七尾市万行町43の部,-,37,1.8,136,59.5,58,10,1.5,#1978.11.21,-,56905,-
795,石川,56176,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,羽咋,ハクイ,HAKUI,羽咋,羽咋市旭町,-,36,53.6,136,46.6,15,19.5,2,#1978.11.22,-,-,-
796,石川,56186,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,かほく,カホク,UNOKE,かほく,かほく市内日角井,-,36,42.7,136,41.5,42,10,2,#1978.11.22,-,-,湿度を除く
797,石川,56192,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,宝達志水,ホウダツシミズ,OSHIMIZU,宝達志水,羽咋郡宝達志水町坪山,-,36,47.3,136,46.1,90,-,-,2003.8.12,-,-,-
798,石川,56227,47605,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,金沢,カナザワ,KANAZAWA,金沢,金沢市西念,金沢地方気象台,36,35.3,136,38,6,48.4,-,1991.10.23,-,56907,-
799,石川,56232,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,医王山,イオウゼン,IOZEN,医王山,金沢市平等本町,-,36,31.2,136,44.7,420,-,-,2003.7.29,-,-,-
800,石川,56276,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,小松,コマツ,KOMATSU,小松,小松市今江町,-,36,22.9,136,26.1,3,10,2,1978.12.1,-,-,湿度を除く
801,石川,56286,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,白山河内,ハクサンカワチ,TORIGOE,白山市河内,白山市河内町福岡,-,36,23.8,136,37.2,136,10,2.5,(1975.5.7)1978.11.24,-,56910,湿度を除く
802,石川,56301,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,加賀中津原,カガナカツハラ,YAMANAKA,加賀中津原,加賀市山中温泉中津原町,-,36,15.7,136,23.8,65,10,2,#1978.11.27,-,56915,湿度を除く
803,石川,56346,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,白山白峰,ハクサンシラミネ,SHIRAMINE,白山市白峰,白山市白峰,-,36,10.8,136,37.5,470,-,-,1977.7.13,-,-,-
804,石川,56401,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,舳倉島,ヘグラジマ,HEGURAJIMA,輪島市舳倉島,輪島市海士町所属舳倉島高見,-,37,51,136,55.1,8,-,-,19906.8.19,-,-,-
805,福井,57001,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,三国,ミクニ,MIKUNI,坂井市三国,坂井市三国町平山,-,36,14.6,136,10.4,34,9.9,2,(1975.6.24)1978.11.27,-,-,湿度を除く
806,福井,57026,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,N,春江,ハルエ,HARUE,坂井市春江,坂井市春江町江留中,福井航空気象観測所,36,8.5,136,13.4,5,10,-,2003.1.1,-,-,日照・湿度・気圧を除く
807,福井,57051,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,越廼,コシノ,KOSHINO,福井市越廼,福井市居倉町,-,36,0.7,135,59.4,30,9.9,1.5,1978.11.27,-,-,-
808,福井,57066,47616,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,福井,フクイ,FUKUI,福井,福井市豊島,福井地方気象台,36,3.3,136,13.3,9,26.1,-,#1975.3.15,-,57903,-
809,福井,57071,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,美山,ミヤマ,MIYAMA,福井市美山,福井市美山町,-,35,59.9,136,21.5,70,-,-,1975.5.7,-,-,-
810,福井,57082,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,勝山,カツヤマ,KATSUYAMA,勝山,勝山市平泉寺町平泉寺86字岡道北,-,36,2.3,136,31.3,196,9,3.5,1993.10.18,-,-,湿度を除く
811,福井,57106,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,Y,武生,タケフ,TAKEFU,越前市武生,越前市村国,-,35,54.3,136,10.4,32,-,-,2005.10.27,-,57920,-
812,福井,57121,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,大野,オオノ,ONO,大野,大野市93字蛇塚四,-,35,58.3,136,29.8,182,6.4,3.5,#1976.3.2,-,57905,湿度を除く
813,福井,57176,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,Y,九頭竜,クズリュウ,KUZURYU,大野市九頭竜,大野市貝皿,-,35,54.5,136,40.1,436,-,-,1982.6.1,-,57900,-
814,福井,57206,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,Y,今庄,イマジョウ,IMAJO,南越前町今庄,南条郡南越前町今庄,-,35,46,136,12,128,10,2.5,#1978.11.28,-,57910,湿度を除く
815,福井,57248,47631,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,敦賀,ツルガ,TSURUGA,敦賀,敦賀市松栄町,敦賀特別地域気象観測所,35,39.2,136,3.7,2,28,-,1988.2.12,-,57913,-
816,福井,57286,-,四,有線ロボット気象計,Y,Y,Y,Y,N,ES,N,美浜,ミハマ,MIHAMA,美浜,三方郡美浜町久々子,-,35,36,135,55,10,10,2,(1975.5.19)1978.11.28,-,-,湿度を除く
817,福井,57311,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,大飯,オオイ,OI,おおい,大飯郡おおい町本郷,-,35,28.8,135,37,3,-,-,1995.11.10,-,-,-
818,福井,57317,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,小浜,オバマ,OBAMA,小浜,小浜市遠敷,-,35,29,135,46.9,10,24.9,2,1992.11.2,-,57915,-
819,滋賀,60026,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,Y,柳ケ瀬,ヤナガセ,YANAGASE,長浜市余呉町柳ケ瀬,長浜市余呉町柳ケ瀬字大門,-,35,34.9,136,11.3,220,-,-,1976.4.27,-,60900,-
820,滋賀,60051,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,今津,イマヅ,IMAZU,高島市今津,高島市今津町弘川,-,35,24.7,136,1.7,88,9.9,1.5,#1978.11.16,-,60905,-
821,滋賀,60061,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,長浜,ナガハマ,TORAHIME,長浜市唐国,長浜市唐国町,-,35,25.4,136,14.5,95,10,1.5,(1975.5.7)1978.11.17,-,-,-
822,滋賀,60081,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,朽木平良,クツキヘラ,KUTSUKIHERA,高島市朽木平良,高島市朽木平良,-,35,18.5,135,49.8,380,-,-,2005.12.6,-,-,-
823,滋賀,60102,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,米原,マイバラ,SANTO,米原市朝日,米原市朝日,-,35,23,136,20.6,147,6.4,1.5,2001.3.30,-,60911,-
824,滋賀,60116,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,南小松,ミナミコマツ,KITAKOMATSU,大津市南小松,大津市南小松,-,35,14.1,135,57.4,90,9.9,1.5,#1978.11.16,-,-,-
825,滋賀,60131,47761,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,彦根,ヒコネ,HIKONE,彦根,彦根市城町,彦根地方気象台,35,16.5,136,14.6,87,19.7,-,#1975.3.14,-,60915,-
826,滋賀,60161,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,近江八幡,オウミハチマン,OMI-HACHIMAN,近江八幡,近江八幡市土田町,-,35,7.6,136,5.5,90,-,-,#,-,-,-
827,滋賀,60196,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,東近江,ヒガシオウミ,GAMO,東近江市桜川東,東近江市桜川東町,-,35,3.7,136,11.4,128,6.5,1.5,(1975.5.2)1978.12.20,-,-,-
828,滋賀,60216,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,大津,オオツ,OTSU,大津市萱野浦,大津市萱野浦,-,34,59.5,135,54.7,86,9.9,1.5,1977.12.22,-,60920,-
829,滋賀,60226,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,信楽,シガラキ,SHIGARAKI,甲賀市信楽,甲賀市信楽町牧,-,34,54.8,136,4.8,265,10,1.5,(1975.5.2)1978.12.20,-,-,-
830,滋賀,60236,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,土山,ツチヤマ,TSUCHIYAMA,甲賀市土山,甲賀市土山町北土山,-,34,56.3,136,16.7,248,10,1.5,#1978.12.21,-,-,-
831,京都,61001,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,間人,タイザ,TAIZA,京丹後市間人,京丹後市丹後町間人小字新ヶ皿,-,35,44.2,135,5.2,42,11.2,1.5,(1975.5.2)1977.2.28,-,-,-
832,京都,61031,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,Y,峰山,ミネヤマ,MINEYAMATAMBA,京丹後市峰山,京丹後市峰山町荒山,-,35,37.1,135,4.3,23,-,-,#,-,61900,-
833,京都,61076,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,宮津,ミヤヅ,MIYAZU,宮津,宮津市字上司,-,35,33,135,14.1,2,10.5,1.5,#1978.11.15,-,-,-
834,京都,61096,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,坂浦,サカウラ,SAKAURA,福知山市坂浦,福知山市下野条,-,35,25.1,135,5.2,223,-,-,19905.5.29,-,-,-
835,京都,61111,47750,官,地上気象観測装置,Y,Y,Y,Y,Y,Y,Y,舞鶴,マイヅル,MAIZURU,舞鶴,舞鶴市字下福井,舞鶴特別地域気象観測所,35,27,135,19,2,41.6,-,#1975.3.26,-,61905,-
836,京都,61151,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,睦寄,ムツヨリ,KOYAOKA,綾部市睦寄町,綾部市睦寄町狸岩,-,35,22.9,135,27.2,175,-,-,1977.6.28,-,-,-
837,京都,61187,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,福知山,フクチヤマ,FUKUCHIYAMA,福知山市荒河,福知山市字荒河,-,35,18.7,135,6.8,17,9.5,1.5,2005.12.8,-,-,-
838,京都,61192,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,三和,ミワ,MIWA,福知山市三和,福知山市三和町千束,-,35,13,135,13.9,105,-,-,1982.6.2,-,-,-
839,京都,61196,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,綾部山家,アヤベヤマガ,AYABEYAMAGA,綾部市山家,綾部市東山町山家,-,35,17.8,135,18.9,87,-,-,2021.3.4,-,-,-
840,京都,61201,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,本庄,ホンジョウ,WACHI,京丹波町本庄,船井郡京丹波町本庄西畑,-,35,15.6,135,23.7,95,-,-,1975.5.2,-,-,-
841,京都,61206,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,Y,美山,ミヤマ,MIYAMA,南丹市美山,南丹市美山町静原桧野,-,35,16.5,135,33,200,9.9,1.5,1978.11.15,-,61910,-
842,京都,61241,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,須知,シュウチ,SHUCHI,京丹波町須知,船井郡京丹波町富田蒲生野,-,35,10.6,135,25.2,150,-,-,1982.5.26,-,-,-
843,京都,61242,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,園部,ソノベ,SONOBE,南丹市園部,南丹市園部町黒田,-,35,6.5,135,27.3,134,9.2,1.5,2002.3.6,-,-,-
844,京都,61251,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,京北,ケイホク,KEIHOKU,京都市京北,京都市右京区京北比賀江町院谷,-,35,10.9,135,39.7,260,-,-,1975.4.24,-,-,-
845,京都,61286,47759,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,京都,キョウト,KYOTO,京都市中京区,京都市中京区西ノ京笠殿町,京都地方気象台,35,0.8,135,43.9,41,-,-,19900.3.27,-,61915,気温、雨、日照
846,京都,61286,47759,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,京都,キョウト,KYOTO,京都市中京区,京都市中京区西ノ京船塚町,-,35,0.7,135,44.1,36,17.7,-,19900.3.27,-,-,風
847,京都,61306,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,長岡京,ナガオカキョウ,NAGAOKAKYO,長岡京,長岡京市光風台,-,34,55.8,135,40.7,71,-,-,1975.5.20,-,-,-
848,京都,61326,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,京田辺,キョウタナベ,TANABE,京田辺,京田辺市薪西浜,-,34,49.8,135,45.6,20,9.9,1.5,#1978.12.19,-,-,-
849,大阪,62016,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,能勢,ノセ,NOSE,能勢,豊能郡能勢町地黄,-,34,56.9,135,27.3,235,9.9,1.5,#1977.3.7,-,-,-
850,大阪,62037,-,雨,有線ロボット雨量計,Y,N,N,N,N,N,N,茨木,イバラキ,IBARAKI,茨木,茨木市大字桑原,-,34,51.6,135,33.6,78,-,-,19901.12.18,-,-,-
851,大阪,62046,-,四,有線ロボット気象計,Y,Y,Y,Y,Y,ES,N,枚方,ヒラカタ,HIRAKATA,枚方,枚方市星丘,-,34,48.5,135,40.3,26,9.9,1.5,(1975.5.31)1977.3.2,-,-,-
852,大阪,62051,-,官,地上気象観測装置,Y,Y,Y,Y,Y,N,N,豊中,トヨナカ,TOYONAKA,豊中,豊中市蛍池西町,大阪航空気象観測所,34,47,135,26.3,12,10,-,#1977.3.9,-,-,日照・湿度・気圧を除く
853,大阪,62078,47772,官,地上気象観測装置,Y,Y,N,N,N,Y,Y,大阪,オオサカ,OSAKA,大阪市中央区,大阪市中央区大手前,大阪管区気象台,34,40.9,135,31.1,23,-,-,1999.2.24,-,62900,気温、雨、日照
854,大阪,62078,47772,官,地上気象観測装置,N,N,Y,Y,N,Y,Y,大阪,オオサカ,OSAKA,大阪市中央区,大阪市東成区東中本,-,34,40.5,135,32.8,1,24,-,1999.2.24,-,-,風
