観測所番号,観測所名（漢字）,観測所名（カナ）,観測所名（ローマ字）,積雪の観測所名（漢字）,積雪の観測所名（カナ）,積雪の観測所名（ローマ字）,観測地点を代表する緯度,観測地点を代表する経度,観測地点を代表する標高,風向風速計の高さ,予備,予備,積雪の観測地点の緯度,積雪の観測地点の経度,積雪の観測地点の標高,降水量の統計の有無,風の統計の有無,気温の統計の有無,日照時間の統計の有無,積雪の統計の有無,予備,湿度の統計の有無,観測開始年月日,観測終了年月日,旧観測所番号,降水量の統計接続,風の統計接続,気温の統計接続,日照時間の統計接続,積雪の深さの統計接続,予備,湿度の統計接続
54387,寺泊,テラドマリ,TERADOMARI,,,,37.64,138.767,44,7.9,,,,,,1,1,1,1,0,,0,2009/1/22,2021/3/1,54387,0,4,4,4,0,,0
54387,寺泊,テラドマリ,TERADOMARI,,,,37.64,138.767,44,7.9,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,54387,0,0,0,6,0,,0
54396,三条,サンジョウ,SANJO,,,,37.64,138.955,9,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/19,54396,1,1,1,1,1,,1
54396,三条,サンジョウ,SANJO,,,,37.64,138.955,9,12.5,,,,,,1,1,1,1,0,,0,1978/11/20,1987/11/8,54396,0,0,0,0,0,,0
54396,三条,サンジョウ,SANJO,,,,37.64,138.955,9,12.5,,,,,,1,1,1,1,0,,0,1987/11/9,2006/11/1,54396,0,0,0,1,0,,0
54396,三条,サンジョウ,SANJO,,,,37.64,138.955,9,12.5,,,,,,1,1,1,1,0,,0,2006/11/2,2008/11/4,54396,0,0,0,4,0,,0
54396,三条,サンジョウ,SANJO,,,,37.64,138.955,9,12.5,,,,,,1,1,1,1,0,,0,2008/11/5,2021/3/1,54396,0,4,4,0,0,,0
54396,三条,サンジョウ,SANJO,,,,37.64,138.955,9,12.5,,,,,,1,1,1,2,0,,0,2021/3/2,2023/10/25,54396,0,0,0,6,0,,0
54396,三条,サンジョウ,SANJO,,,,37.64,138.955,9,12.5,,,,,,1,1,1,2,0,,1,2023/10/26,9999-99-99,54396,0,0,0,0,0,,0
54406,村松,ムラマツ,MURAMATSU,,,,37.697,139.188,25,,,,,,,1,0,0,0,0,,0,1974/11/1,9999-99-99,54406,1,1,1,1,1,,1
54421,津川,ツガワ,TSUGAWA,,,,37.673,139.463,62,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/20,54421,1,1,1,1,1,,1
54421,津川,ツガワ,TSUGAWA,,,,37.673,139.463,62,11.7,,,,,,1,1,1,1,0,,0,1978/11/21,1980/10/29,54421,0,0,0,0,0,,0
54421,津川,ツガワ,TSUGAWA,津川,ツガワ,TSUGAWA,37.673,139.463,62,11.7,,,37.672,139.462,62,1,1,1,1,1,,0,1980/10/30,1986/11/3,54421,0,0,0,0,0,,0
54421,津川,ツガワ,TSUGAWA,津川,ツガワ,TSUGAWA,37.673,139.463,62,11.7,,,37.672,139.462,62,1,1,1,1,1,,0,1986/11/4,1995/12/6,54421,0,0,0,1,0,,0
54421,津川,ツガワ,TSUGAWA,津川,ツガワ,TSUGAWA,37.672,139.447,100,9.6,,,37.672,139.462,62,1,1,1,1,1,,0,1995/12/7,1996/10/24,54421,0,0,0,0,0,,0
54421,津川,ツガワ,TSUGAWA,津川,ツガワ,TSUGAWA,37.672,139.447,100,9.6,,,37.672,139.447,100,1,1,1,1,1,,0,1996/10/25,1998/3/30,54421,0,0,0,0,0,,0
54421,津川,ツガワ,TSUGAWA,津川,ツガワ,TSUGAWA,37.672,139.447,100,9.6,,,37.672,139.447,100,1,1,1,1,1,,0,1998/3/31,2007/12/17,54421,0,0,0,0,0,,0
54421,津川,ツガワ,TSUGAWA,津川,ツガワ,TSUGAWA,37.672,139.447,100,9.6,,,37.672,139.447,100,1,1,1,1,1,,0,2007/12/18,2008/3/25,54421,0,0,0,4,0,,0
54421,津川,ツガワ,TSUGAWA,津川,ツガワ,TSUGAWA,37.672,139.447,100,9.6,,,37.672,139.447,100,1,1,1,1,1,,0,2008/3/26,2021/3/1,54421,0,4,4,0,0,,0
54421,津川,ツガワ,TSUGAWA,津川,ツガワ,TSUGAWA,37.672,139.447,100,9.6,,,37.672,139.447,100,1,1,1,2,1,,0,2021/3/2,9999-99-99,54421,0,0,0,6,0,,0
54461,粟ヶ岳,アワガタケ,AWAGATAKE,,,,37.58,139.135,242,,,,,,,1,0,0,0,0,,0,1974/11/1,1982/11/5,54461,1,1,1,1,1,,1
54462,宮寄上,ミヤヨリカミ,MIYAYORIKAMI,,,,37.58,139.14,125,,,,,,,1,0,0,0,0,,0,1983/6/29,9999-99-99,54462,1,1,1,1,1,,1
54471,鍵取,カギトリ,KAGITORI,,,,37.57,139.383,150,,,,,,,1,0,0,0,0,,0,1976/6/15,1993/1/27,54471,1,1,1,1,1,,1
54472,室谷,ムロヤ,MUROYA,,,,37.55,139.37,200,,,,,,,1,0,0,0,0,,0,1993/1/2,9999-99-99,54472,1,1,1,1,1,,1
54501,長岡,ナガオカ,NAGAOKA,,,,37.455,138.843,23,,,,,,,1,0,0,0,0,,0,1974/11/1,1976/2/23,54501,1,1,1,1,1,,1
54501,長岡,ナガオカ,NAGAOKA,,,,37.455,138.843,23,8.5,,,,,,1,1,1,1,0,,0,1976/2/24,1980/10/30,54501,0,0,0,0,0,,0
54501,長岡,ナガオカ,NAGAOKA,長岡,ナガオカ,NAGAOKA,37.455,138.843,23,8.5,,,37.455,138.843,23,1,1,1,1,1,,0,1980/10/31,1987/11/5,54501,0,0,0,0,0,,0
54501,長岡,ナガオカ,NAGAOKA,長岡,ナガオカ,NAGAOKA,37.455,138.843,23,8.5,,,37.455,138.843,23,1,1,1,1,1,,0,1987/11/6,1999/12/9,54501,0,0,0,1,0,,0
54501,長岡,ナガオカ,NAGAOKA,長岡,ナガオカ,NAGAOKA,37.45,138.823,23,9.5,,,37.45,138.823,23,1,1,1,1,1,,0,1999/12/9,2006/10/30,54501,0,0,0,0,0,,0
54501,長岡,ナガオカ,NAGAOKA,長岡,ナガオカ,NAGAOKA,37.45,138.823,23,9.5,,,37.45,138.823,23,1,1,1,1,1,,0,2006/10/31,2008/11/6,54501,0,0,0,4,0,,0
54501,長岡,ナガオカ,NAGAOKA,長岡,ナガオカ,NAGAOKA,37.45,138.823,23,9.5,,,37.45,138.823,23,1,1,1,1,1,,0,2008/11/7,2021/3/1,54501,0,4,4,0,0,,0
54501,長岡,ナガオカ,NAGAOKA,長岡,ナガオカ,NAGAOKA,37.45,138.823,23,9.5,,,37.45,138.823,23,1,1,1,2,1,,0,2021/3/2,2023/10/23,54501,0,0,0,6,0,,0
54501,長岡,ナガオカ,NAGAOKA,長岡,ナガオカ,NAGAOKA,37.45,138.823,23,9.5,,,37.45,138.823,23,1,1,1,2,1,,1,2023/10/24,9999-99-99,54501,0,0,0,0,0,,0
54506,栃尾,トチオ,TOCHIO,,,,37.475,138.992,83,,,,,,,1,0,0,0,0,,0,1974/11/1,9999-99-99,54506,1,1,1,1,1,,1
54511,守門岳,スモンダケ,SUMONDAKE,,,,37.405,139.09,737,,,,,,,1,0,0,0,0,,0,1974/11/1,2009/11/2,54511,1,1,1,1,1,,1
54541,柏崎,カシワザキ,KASHIWAZAKI,,,,37.352,138.553,7,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/14,54541,1,1,1,1,1,,1
54541,柏崎,カシワザキ,KASHIWAZAKI,,,,37.352,138.553,7,6.5,,,,,,1,1,1,1,0,,0,1978/11/15,1980/10/30,54541,0,0,0,0,0,,0
54541,柏崎,カシワザキ,KASHIWAZAKI,柏崎,カシワザキ,KASHIWAZAKI,37.352,138.553,7,6.5,,,37.352,138.553,7,1,1,1,1,1,,0,1980/10/31,1988/6/21,54541,0,0,0,0,0,,0
54541,柏崎,カシワザキ,KASHIWAZAKI,柏崎,カシワザキ,KASHIWAZAKI,37.352,138.553,7,6.5,,,37.352,138.553,7,1,1,1,1,1,,0,1988/6/22,2007/12/20,54541,0,0,0,1,0,,0
54541,柏崎,カシワザキ,KASHIWAZAKI,柏崎,カシワザキ,KASHIWAZAKI,37.352,138.553,7,6.5,,,37.352,138.553,7,1,1,1,1,1,,0,2007/12/21,2008/3/25,54541,0,0,0,4,0,,0
54541,柏崎,カシワザキ,KASHIWAZAKI,柏崎,カシワザキ,KASHIWAZAKI,37.352,138.553,7,6.5,,,37.352,138.553,7,1,1,1,1,1,,0,2008/3/26,2010/3/25,54541,0,4,4,0,0,,0
54541,柏崎,カシワザキ,KASHIWAZAKI,柏崎,カシワザキ,KASHIWAZAKI,37.352,138.553,7,10,,,37.352,138.553,7,1,1,1,1,1,,0,2010/3/26,2021/3/1,54541,0,0,0,0,0,,0
54541,柏崎,カシワザキ,KASHIWAZAKI,柏崎,カシワザキ,KASHIWAZAKI,37.352,138.553,7,10,,,37.352,138.553,7,1,1,1,2,1,,0,2021/3/2,2021/3/15,54541,0,0,0,6,0,,0
54541,柏崎,カシワザキ,KASHIWAZAKI,柏崎,カシワザキ,KASHIWAZAKI,37.352,138.553,7,10,,,37.352,138.553,7,1,1,1,2,1,,1,2021/3/16,9999-99-99,54541,0,0,0,0,0,,0
54566,入広瀬,イリヒロセ,IRIHIROSE,,,,37.357,139.072,230,,,,,,,1,0,0,0,0,,0,1975/5/14,1978/11/16,54566,1,1,1,1,1,,1
54566,入広瀬,イリヒロセ,IRIHIROSE,,,,37.357,139.072,230,16.7,,,,,,1,1,1,1,0,,0,1978/11/17,1980/10/30,54566,0,0,0,0,0,,0
54566,入広瀬,イリヒロセ,IRIHIROSE,入広瀬,イリヒロセ,IRIHIROSE,37.357,139.072,230,16.7,,,37.357,139.072,230,1,1,1,1,1,,0,1980/10/31,1986/3/6,54566,0,0,0,0,0,,0
54566,入広瀬,イリヒロセ,IRIHIROSE,入広瀬,イリヒロセ,IRIHIROSE,37.357,139.072,230,16.7,,,37.357,139.072,230,1,1,1,1,1,,0,1986/3/7,2009/9/28,54566,0,0,0,1,0,,0
54566,入広瀬,イリヒロセ,IRIHIROSE,入広瀬,イリヒロセ,IRIHIROSE,37.357,139.072,230,16.7,,,37.357,139.072,230,1,1,1,1,1,,0,2009/9/29,2013/12/16,54566,0,4,4,4,0,,0
54566,守門,スモン,SUMON,守門,スモン,SUMON,37.347,139.043,222,10,,,37.347,139.043,222,1,1,1,1,1,,0,2013/12/17,2021/3/1,54566,0,0,0,0,0,,0
54566,守門,スモン,SUMON,守門,スモン,SUMON,37.347,139.043,222,10,,,37.347,139.043,222,1,1,1,2,1,,0,2021/3/2,9999-99-99,54566,0,0,0,6,0,,0
54586,大潟,オオガタ,OGATA,,,,37.23,138.33,20,6.5,,,,,,1,1,1,1,0,,0,1978/11/14,1987/4/5,54586,1,1,1,1,1,,1
54586,大潟,オオガタ,OGATA,,,,37.23,138.33,20,6.5,,,,,,1,1,1,1,0,,0,1987/4/6,1995/3/19,54586,0,0,0,1,0,,0
54586,大潟,オオガタ,OGATA,,,,37.232,138.333,33,15.4,,,,,,1,1,1,1,0,,0,1995/3/20,1998/3/30,54586,0,0,0,0,0,,0
54586,大潟,オオガタ,OGATA,,,,37.232,138.333,34,15.4,,,,,,1,1,1,1,0,,0,1998/3/31,2009/3/3,54586,0,0,0,0,0,,0
54586,大潟,オオガタ,OGATA,,,,37.232,138.333,34,15.4,,,,,,1,1,1,1,0,,0,2009/3/4,2011/1/17,54586,0,4,4,4,0,,0
54586,大潟,オオガタ,OGATA,,,,37.225,138.325,13,10,,,,,,1,1,1,1,0,,0,2011/1/18,2021/3/1,54586,0,0,0,0,0,,0
54586,大潟,オオガタ,OGATA,,,,37.225,138.325,13,10,,,,,,1,1,1,2,0,,0,2021/3/2,2021/11/18,54586,0,0,0,6,0,,0
54586,大潟,オオガタ,OGATA,,,,37.225,138.325,13,10,,,,,,1,1,1,2,0,,1,2021/11/19,9999-99-99,54586,0,0,0,0,0,,0
54596,桜坂峠,サクラザカトウゲ,SAKURAZAKATOGE,,,,37.212,138.527,470,,,,,,,1,0,0,0,0,,0,1974/11/1,1984/10/29,54596,1,1,1,1,1,,1
54606,小国,オグニ,OGUNI,,,,37.292,138.702,83,,,,,,,1,0,0,0,0,,0,1977/6/21,9999-99-99,54606,1,1,1,1,1,,1
54616,小出,コイデ,KOIDE,,,,37.238,138.962,98,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/16,54616,1,1,1,1,1,,1
54616,小出,コイデ,KOIDE,,,,37.238,138.962,98,8.5,,,,,,1,1,1,1,0,,0,1978/11/17,1980/10/30,54616,0,0,0,0,0,,0
54616,小出,コイデ,KOIDE,小出,コイデ,KOIDE,37.238,138.962,98,8.5,,,37.238,138.962,98,1,1,1,1,1,,0,1980/10/31,1988/8/24,54616,0,0,0,0,0,,0
54616,小出,コイデ,KOIDE,小出,コイデ,KOIDE,37.238,138.962,98,8.5,,,37.238,138.962,98,1,1,1,1,1,,0,1988/8/25,2009/9/3,54616,0,0,0,1,0,,0
54616,小出,コイデ,KOIDE,小出,コイデ,KOIDE,37.238,138.962,98,8.5,,,37.238,138.962,98,1,1,1,1,1,,0,2009/9/4,2013/12/18,54616,0,4,4,4,0,,0
54616,小出,コイデ,KOIDE,小出,コイデ,KOIDE,37.227,138.963,98,10,,,37.227,138.963,98,1,1,1,1,1,,0,2013/12/19,2021/3/1,54616,0,0,0,0,0,,0
54616,小出,コイデ,KOIDE,小出,コイデ,KOIDE,37.227,138.963,98,10,,,37.227,138.963,98,1,1,1,2,1,,0,2021/3/2,9999-99-99,54616,0,0,0,6,0,,0
54621,大湯,オオユ,OYU,,,,37.205,139.062,240,,,,,,,1,0,0,0,0,,0,1981/6/1,9999-99-99,54621,1,1,1,1,1,,1
54651,高田,タカダ,TAKADA,,,,37.107,138.247,13,,,,,,,1,0,0,0,0,,0,1974/11/1,1975/3/10,54651,1,1,1,1,1,,1
54651,高田,タカダ,TAKADA,,,,37.107,138.247,13,12.2,,,,,,1,1,1,1,0,,0,1975/3/11,1985/12/31,54651,0,0,0,0,0,,0
54651,高田,タカダ,TAKADA,,,,37.107,138.247,13,12.2,,,,,,1,1,1,1,0,,0,1986/1/1,1998/2/28,54651,0,0,0,1,0,,0
54651,高田,タカダ,TAKADA,高田,タカダ,TAKADA,37.107,138.247,13,12.2,,,37.107,138.247,13,1,1,1,1,1,,0,1998/3/1,1998/3/30,54651,0,0,0,0,0,,0
54651,高田,タカダ,TAKADA,高田,タカダ,TAKADA,37.107,138.247,13,16.6,,,37.107,138.247,13,1,1,1,1,1,,0,1998/3/31,2008/3/25,54651,0,0,0,0,0,,0
54651,高田,タカダ,TAKADA,高田,タカダ,TAKADA,37.107,138.247,13,16.6,,,37.107,138.247,13,1,1,1,1,1,,0,2008/3/26,2011/11/23,54651,0,4,4,0,0,,0
54651,高田,タカダ,TAKADA,高田,タカダ,TAKADA,37.107,138.247,13,17,,,37.107,138.247,13,1,1,1,1,1,,0,2011/11/24,2014/10/21,54651,0,0,0,0,0,,0
54651,高田,タカダ,TAKADA,高田,タカダ,TAKADA,37.107,138.247,13,18,,,37.107,138.247,13,1,1,1,1,1,,0,2014/10/22,2021/3/1,54651,0,0,0,0,0,,0
54651,高田,タカダ,TAKADA,高田,タカダ,TAKADA,37.107,138.247,13,18,,,37.107,138.247,13,1,1,1,1,1,,1,2021/3/2,9999-99-99,54651,0,0,0,0,0,,0
54661,安塚,ヤスヅカ,YASUZUKA,,,,37.108,138.462,135,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/14,54661,1,1,1,1,1,,1
54661,安塚,ヤスヅカ,YASUZUKA,,,,37.108,138.462,135,17.8,,,,,,1,1,1,1,0,,0,1978/11/15,1980/10/30,54661,0,0,0,0,0,,0
54661,安塚,ヤスヅカ,YASUZUKA,安塚,ヤスヅカ,YASUZUKA,37.108,138.462,135,17.8,,,37.108,138.462,135,1,1,1,1,1,,0,1980/10/31,1988/8/23,54661,0,0,0,0,0,,0
54661,安塚,ヤスヅカ,YASUZUKA,安塚,ヤスヅカ,YASUZUKA,37.108,138.462,135,17.8,,,37.108,138.462,135,1,1,1,1,1,,0,1988/8/24,1996/12/2,54661,0,0,0,1,0,,0
54661,安塚,ヤスヅカ,YASUZUKA,安塚,ヤスヅカ,YASUZUKA,37.107,138.457,126,6.5,,,37.108,138.462,135,1,1,1,1,1,,0,1996/12/3,1996/12/12,54661,0,0,0,0,0,,0
54661,安塚,ヤスヅカ,YASUZUKA,安塚,ヤスヅカ,YASUZUKA,37.107,138.457,126,6.5,,,37.107,138.457,126,1,1,1,1,1,,0,1996/12/13,2009/9/7,54661,0,0,0,0,0,,0
54661,安塚,ヤスヅカ,YASUZUKA,安塚,ヤスヅカ,YASUZUKA,37.107,138.457,126,6.5,,,37.107,138.457,126,1,1,1,1,1,,0,2009/9/8,2021/3/1,54661,0,4,4,4,0,,0
54661,安塚,ヤスヅカ,YASUZUKA,安塚,ヤスヅカ,YASUZUKA,37.107,138.457,126,6.5,,,37.107,138.457,126,1,1,1,2,1,,0,2021/3/2,9999-99-99,54661,0,0,0,6,0,,0
54666,川谷,カワダニ,KAWADANI,,,,37.2,138.517,215,,,,,,,1,0,0,0,0,,0,1985/6/14,1990/7/16,54666,1,1,1,1,1,,1
54666,川谷,カワダニ,KAWADANI,,,,37.2,138.517,206,,,,,,,1,0,0,0,0,,0,1990/7/17,9999-99-99,54666,0,0,0,0,0,,0
54671,松代,マツダイ,MATSUDAI,,,,37.132,138.607,210,,,,,,,1,0,0,0,0,,0,1977/6/21,9999-99-99,54671,1,1,1,1,1,,1
54676,十日町,トオカマチ,TOKAMACHI,,,,37.143,138.727,170,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/15,54676,1,1,1,1,1,,1
54676,十日町,トオカマチ,TOKAMACHI,,,,37.143,138.727,170,8.5,,,,,,1,1,1,1,0,,0,1978/11/16,1980/10/30,54676,0,0,0,0,0,,0
54676,十日町,トオカマチ,TOKAMACHI,十日町,トオカマチ,TOKAMACHI,37.143,138.727,170,8.5,,,37.143,138.727,170,1,1,1,1,1,,0,1980/10/31,1988/4/10,54676,0,0,0,0,0,,0
54676,十日町,トオカマチ,TOKAMACHI,十日町,トオカマチ,TOKAMACHI,37.143,138.727,170,8.5,,,37.143,138.727,170,1,1,1,1,1,,0,1988/4/11,2009/9/14,54676,0,0,0,1,0,,0
54676,十日町,トオカマチ,TOKAMACHI,十日町,トオカマチ,TOKAMACHI,37.143,138.727,170,10,,,37.143,138.727,170,1,1,1,1,1,,0,2009/9/15,2021/3/1,54676,0,4,4,4,0,,0
54676,十日町,トオカマチ,TOKAMACHI,十日町,トオカマチ,TOKAMACHI,37.143,138.727,170,10,,,37.143,138.727,170,1,1,1,2,1,,0,2021/3/2,9999-99-99,54676,0,0,0,6,0,,0
54696,枝折峠,シオリトウゲ,SHIORITOGE,,,,37.155,139.13,1060,,,,,,,1,0,0,0,0,,0,1974/11/1,1980/10/24,54696,1,1,1,1,1,,1
54711,糸魚川,イトイガワ,ITOIGAWA,,,,37.008,137.887,70,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/12,54711,1,1,1,1,1,,1
54711,糸魚川,イトイガワ,ITOIGAWA,,,,37.008,137.887,70,14.3,,,,,,1,1,1,1,0,,0,1978/11/13,1987/12/2,54711,0,0,0,0,0,,0
54711,糸魚川,イトイガワ,ITOIGAWA,,,,37.038,137.862,10,18.3,,,,,,1,1,1,1,0,,0,1987/12/3,2009/3/5,54711,0,0,0,1,0,,0
54711,糸魚川,イトイガワ,ITOIGAWA,,,,37.038,137.862,10,18.3,,,,,,1,1,1,1,0,,0,2009/3/6,2013/6/24,54711,0,4,4,4,0,,0
54711,糸魚川,イトイガワ,ITOIGAWA,,,,37.043,137.875,8,10,,,,,,1,1,1,1,0,,0,2013/6/25,2021/3/1,54711,0,0,0,0,0,,0
54711,糸魚川,イトイガワ,ITOIGAWA,,,,37.043,137.875,8,10,,,,,,1,1,1,2,0,,0,2021/3/2,9999-99-99,54711,0,0,0,6,0,,0
54721,能生,ノウ,NO,,,,37.083,138.023,55,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/12,54721,1,1,1,1,1,,1
54721,能生,ノウ,NO,,,,37.083,138.023,55,6.5,,,,,,1,1,1,1,0,,0,1978/11/13,1980/10/30,54721,0,0,0,0,0,,0
54721,能生,ノウ,NO,能生,ノウ,NO,37.083,138.023,55,6.5,,,37.083,138.023,55,1,1,1,1,1,,0,1980/10/31,1987/8/16,54721,0,0,0,0,0,,0
54721,能生,ノウ,NO,能生,ノウ,NO,37.083,138.023,55,6.5,,,37.083,138.023,55,1,1,1,1,1,,0,1987/8/17,2007/12/25,54721,0,0,0,1,0,,0
54721,能生,ノウ,NO,能生,ノウ,NO,37.083,138.023,55,6.5,,,37.083,138.023,55,1,1,1,1,1,,0,2007/12/26,2008/3/25,54721,0,0,0,4,0,,0
54721,能生,ノウ,NO,能生,ノウ,NO,37.083,138.023,55,6.5,,,37.083,138.023,55,1,1,1,1,1,,0,2008/3/26,2011/11/17,54721,0,4,4,0,0,,0
54721,能生,ノウ,NO,能生,ノウ,NO,37.083,138.023,55,10.2,,,37.083,138.023,55,1,1,1,1,1,,0,2011/11/18,2021/3/1,54721,0,0,0,0,0,,0
54721,能生,ノウ,NO,能生,ノウ,NO,37.083,138.023,55,10.2,,,37.083,138.023,55,1,1,1,2,1,,0,2021/3/2,2022/8/21,54721,0,0,0,6,0,,0
54721,能生,ノウ,NO,能生,ノウ,NO,37.083,138.023,55,10.3,,,37.083,138.023,55,1,1,1,2,1,,0,2022/8/22,9999-99-99,54721,0,0,0,0,0,,0
54736,光ケ原,ヒカリガハラ,HIKARIGAHARA,,,,37.005,138.372,805,,,,,,,1,0,0,0,0,,0,1974/11/1,1984/10/24,54736,1,1,1,1,1,,1
54737,筒方,ドウガタ,DOGATA,,,,37.03,138.343,255,,,,,,,1,0,0,0,0,,0,1985/6/14,9999-99-99,54737,1,1,1,1,1,,1
54756,大沢峠,オオサワトウゲ,OSAWATOGE,,,,37.038,138.787,673,,,,,,,1,0,0,0,0,,0,1974/11/1,1982/10/27,54756,1,1,1,1,1,,1
54761,塩沢,シオザワ,SHIOZAWA,,,,37.038,138.847,195,,,,,,,1,0,0,0,0,,0,1983/6/14,9999-99-99,54761,1,1,1,1,1,,1
54816,関山,セキヤマ,SEKIYAMA,,,,36.933,138.228,335,,,,,,,1,0,0,0,0,,0,1975/5/14,1978/11/13,54816,1,1,1,1,1,,1
54816,関山,セキヤマ,SEKIYAMA,,,,36.933,138.228,335,6.5,,,,,,1,1,1,1,0,,0,1978/11/14,1980/10/30,54816,0,0,0,0,0,,0
54816,関山,セキヤマ,SEKIYAMA,関山,セキヤマ,SEKIYAMA,36.933,138.228,335,6.5,,,36.933,138.228,335,1,1,1,1,1,,0,1980/10/31,1987/8/23,54816,0,0,0,0,0,,0
54816,関山,セキヤマ,SEKIYAMA,関山,セキヤマ,SEKIYAMA,36.933,138.228,335,6.5,,,36.933,138.228,335,1,1,1,1,1,,0,1987/8/24,1993/10/24,54816,0,0,0,1,0,,0
54816,関山,セキヤマ,SEKIYAMA,関山,セキヤマ,SEKIYAMA,36.933,138.222,350,6.5,,,36.933,138.222,350,1,1,1,1,1,,0,1993/10/25,2009/9/10,54816,0,0,0,0,0,,0
54816,関山,セキヤマ,SEKIYAMA,関山,セキヤマ,SEKIYAMA,36.933,138.222,350,10,,,36.933,138.222,350,1,1,1,1,1,,0,2009/9/11,2021/3/1,54816,0,4,4,4,0,,0
54816,関山,セキヤマ,SEKIYAMA,関山,セキヤマ,SEKIYAMA,36.933,138.222,350,10,,,36.933,138.222,350,1,1,1,2,1,,0,2021/3/2,9999-99-99,54816,0,0,0,6,0,,0
54836,津南,ツナン,TSUNAN,,,,36.997,138.683,452,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/15,54836,1,1,1,1,1,,1
54836,津南,ツナン,TSUNAN,,,,36.997,138.683,452,8.5,,,,,,1,1,1,1,0,,0,1978/11/16,1987/4/15,54836,0,0,0,0,0,,0
54836,津南,ツナン,TSUNAN,,,,36.997,138.683,452,8.5,,,,,,1,1,1,1,0,,0,1987/4/16,1989/10/19,54836,0,0,0,1,0,,0
54836,津南,ツナン,TSUNAN,津南,ツナン,TSUNAN,36.997,138.683,452,8.5,,,36.997,138.683,452,1,1,1,1,1,,0,1989/10/20,2008/11/10,54836,0,0,0,0,0,,0
54836,津南,ツナン,TSUNAN,津南,ツナン,TSUNAN,36.997,138.683,452,8.5,,,36.997,138.683,452,1,1,1,1,1,,0,2008/11/11,2010/8/25,54836,0,4,4,4,0,,0
54836,津南,ツナン,TSUNAN,津南,ツナン,TSUNAN,36.997,138.683,452,10,,,36.997,138.683,452,1,1,1,1,1,,0,2010/8/26,2021/3/1,54836,0,0,0,0,0,,0
54836,津南,ツナン,TSUNAN,津南,ツナン,TSUNAN,36.997,138.683,452,10,,,36.997,138.683,452,1,1,1,2,1,,0,2021/3/2,9999-99-99,54836,0,0,0,6,0,,0
54841,湯沢,ユザワ,YUZAWA,,,,36.942,138.81,340,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/17,54841,1,1,1,1,1,,1
54841,湯沢,ユザワ,YUZAWA,,,,36.942,138.81,340,8.5,,,,,,1,1,1,1,0,,0,1978/11/18,1982/10/14,54841,0,0,0,0,0,,0
54841,湯沢,ユザワ,YUZAWA,湯沢,ユザワ,YUZAWA,36.942,138.81,340,8.5,,,36.942,138.81,340,1,1,1,1,1,,0,1982/10/15,1988/11/9,54841,0,0,0,0,0,,0
54841,湯沢,ユザワ,YUZAWA,湯沢,ユザワ,YUZAWA,36.942,138.81,340,8.5,,,36.942,138.81,340,1,1,1,1,1,,0,1988/11/10,2009/9/17,54841,0,0,0,1,0,,0
54841,湯沢,ユザワ,YUZAWA,湯沢,ユザワ,YUZAWA,36.942,138.81,340,10,,,36.942,138.81,340,1,1,1,1,1,,0,2009/9/18,2021/3/1,54841,0,4,4,4,0,,0
54841,湯沢,ユザワ,YUZAWA,湯沢,ユザワ,YUZAWA,36.942,138.81,340,10,,,36.942,138.81,340,1,1,1,2,1,,0,2021/3/2,9999-99-99,54841,0,0,0,6,0,,0
54876,平岩,ヒライワ,HIRAIWA,,,,36.887,137.863,260,,,,,,,1,0,0,0,0,,0,1978/11/10,2022/11/20,54876,1,1,1,1,1,,1
54876,平岩,ヒライワ,HIRAIWA,,,,36.88,137.867,281,,,,,,,1,0,0,0,0,,0,2022/11/21,9999-99-99,54876,0,0,0,0,0,,0
54891,袴岳,ハカマダケ,HAKAMADAKE,,,,36.87,138.277,850,,,,,,,1,0,0,0,0,,0,1974/11/1,1984/10/31,54891,1,1,1,1,1,,1
54892,樽本,タルモト,TARUMOTO,,,,36.89,138.275,625,,,,,,,1,0,0,0,0,,0,1985/6/13,2019/10/23,54892,1,1,1,1,1,,1
54892,樽本,タルモト,TARUMOTO,,,,36.883,138.275,639,,,,,,,1,0,0,0,0,,0,2019/10/24,2020/1/27,54892,0,0,0,0,0,,0
54892,樽本,タルモト,TARUMOTO,,,,36.89,138.275,633,,,,,,,1,0,0,0,0,,0,2020/1/28,9999-99-99,54892,0,0,0,0,0,,0
55021,泊,トマリ,TOMARI,,,,36.952,137.552,13,,,,,,,1,0,0,0,0,,0,1974/11/1,1978/11/15,55021,1,1,1,1,1,,1
55021,泊,トマリ,TOMARI,,,,36.952,137.552,13,20.8,,,,,,1,1,1,1,0,,0,1978/11/16,1980/10/28,55021,0,0,0,0,0,,0
55021,泊,トマリ,TOMARI,泊,トマリ,TOMARI,36.952,137.552,13,20.8,,,36.952,137.552,13,1,1,1,1,1,,0,1980/10/29,1987/8/19,55021,0,0,0,0,0,,0
