都府県振興局,観測所番号,種類,観測装置の種類,観測_降水量,観測_気温,観測_風向,観測_風速,観測_相対湿度,観測_日照時間,降雪の深さ,観測所名,カタカナ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ), 風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2
三重,53141,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,名張,ナバリ,名張市鴻之台1番町,34,37.6,136,6.5,226,-,-,#,-,-
三重,53151,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,白山,ハクサン,津市白山町南家城,34,37.5,136,19.3,60,-,-,1979.3.30,-,-
三重,53196,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,小俣,オバタ,伊勢市小俣町明野,34,31.7,136,39.9,10,10,1.5,#1979.1.16,-,Excluding humidity
三重,53231,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,粥見,カユミ,松阪市飯南町粥見,34,26.9,136,23.4,120,10,1.5,#1979.1.16,-,Excluding humidity
三重,53257,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,鳥羽,トバ,鳥羽市鳥羽,34,28.9,136,49.5,2,9,1.5,1994.2.7,-,Excluding humidity
三重,53287,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,藤坂峠,フジサカトウゲ,度会郡大紀町永会字中河内,34,19.4,136,29.3,560,-,-,#,-,-
三重,53296,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,南伊勢,ミナミイセ,度会郡南伊勢町船越,34,20.7,136,40.9,6,10,1.5,(1978.6.15)1979.1.17,-,Excluding humidity
三重,53307,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,阿児,アゴ,志摩市阿児町甲賀字浅野,34,18.5,136,52.4,31,-,-,1982.6.1,-,-
三重,53321,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,宮川,ミヤガワ,多気郡大台町久豆,34,16.7,136,12.5,205,-,-,1978.6.1,-,-
三重,53326,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,紀伊長島,キイナガシマ,北牟婁郡紀北町長島,34,12.5,136,19.6,3,10,1.5,1979.1.17,-,Excluding humidity
三重,53378,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,尾鷲,オワセ,尾鷲市南陽町_尾鷲特別地域気象観測所,34,4.1,136,11.6,15,28.4,-,1985.5.29,-,-
三重,53401,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,熊野新鹿,クマノアタシカ,熊野市新鹿町,33,55.9,136,8.3,23,6.4,1.5,2001.12.18,-,Excluding humidity
三重,53416,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,御浜,ミハマ,南牟婁郡御浜町大字上野,33,51.1,135,58.8,130,-,-,1985.6.11,-,-
新潟,54012,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,粟島,アワシマ,岩船郡粟島浦村字内浦,38,27.9,139,15.2,4,10.4,1.5,2016.5.31,-,Excluding humidity
新潟,54041,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,弾崎,ハジキザキ,佐渡市鷲崎字弾崎,38,19.8,138,30.7,58,8.1,1.5,1997.3.31,-,Excluding humidity
新潟,54056,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,高根,タカネ,村上市高根,38,19.8,139,36.2,85,-,-,1978.6.1,-,-
新潟,54086,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,村上,ムラカミ,村上市三之町,38,13.6,139,28.7,10,8.4,2.7,#1978.11.28,-,Excluding humidity
新潟,54097,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,三面,ミオモテ,村上市茎太,38,14.8,139,36.3,45,-,-,1981.5.20,-,-
新潟,54157,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,相川,アイカワ,佐渡市相川三町目新浜町_相川特別地域気象観測所,38,1.7,138,14.4,6,33.8,-,1995.7.7,54900,-
新潟,54166,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,両津,リョウツ,佐渡市両津湊,38,4.4,138,26.4,2,18.8,1.5,#1978.11.24,-,Excluding humidity
新潟,54181,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,中条,ナカジョウ,胎内市清水,38,4.6,139,23.3,14,10,2.6,1978.11.28,-,Excluding humidity
新潟,54191,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,下関,シモセキ,岩船郡関川村下関,38,5.5,139,33.8,33,10,2.8,(1975.5.2)1978.11.27,54905,Excluding humidity
新潟,54232,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,新潟,ニイガタ,新潟市中央区美咲町_新潟地方気象台,37,53.6,139,1.1,4,-,-,2002.11.21,54907,Air temperature/rain
新潟,54232,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,新潟,ニイガタ,新潟市中央区女池南,37,53.3,139,2.9,0,15.1,-,2002.11.21,-,Wind/sunshine
新潟,54236,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,松浜,マツハマ,新潟市東区松浜町_新潟航空気象観測所,37,57.3,139,6.7,1,8.4,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
新潟,54271,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,羽茂,ハモチ,佐渡市羽茂本郷,37,50.5,138,18.8,11,10,1.5,(1975.6.1)1978.11.24,-,Excluding humidity
新潟,54296,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,新津,ニイツ,新潟市秋葉区小戸上組,37,47.5,139,5.2,3,10,2.5,#1978.11.21,54910,-
新潟,54301,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,瓢湖,ヒョウコ,阿賀野市中島字諏訪前,37,50,139,14.2,9,-,-,2014.7.23,-,-
新潟,54311,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,赤谷,アカダニ,新発田市上赤谷字大檀原,37,50.1,139,24.9,135,-,-,1976.7.30,-,-
新潟,54341,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,巻,マキ,新潟市西蒲区巻甲,37,46.1,138,54.8,2,10,2.3,#1978.12.22,-,Excluding humidity
新潟,54387,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,寺泊,テラドマリ,長岡市寺泊二の関,37,38.4,138,46,44,7.9,1.5,2001.8.10,-,Excluding humidity
新潟,54396,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,三条,サンジョウ,三条市西裏館,37,38.4,138,57.3,9,12.5,2.5,#1978.11.20,-,Excluding humidity
新潟,54406,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,村松,ムラマツ,五泉市愛宕,37,41.8,139,11.3,25,-,-,#,-,-
新潟,54421,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,津川,ツガワ,東蒲原郡阿賀町津川,37,40.3,139,26.8,100,9.6,3,#1978.11.21,54915,Excluding humidity
新潟,54462,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,宮寄上,ミヤヨリカミ,加茂市宮寄上,37,34.8,139,8.4,125,-,-,1983.6.29,-,-
新潟,54472,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,室谷,ムロヤ,東蒲原郡阿賀町神谷丙,37,33,139,22.2,200,-,-,1992.3.27,-,-
新潟,54501,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,長岡,ナガオカ,長岡市緑町,37,27,138,49.4,23,9.5,3,#1976.2.24,54920,Excluding humidity
新潟,54506,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,栃尾,トチオ,長岡市栃尾大町,37,28.5,138,59.5,83,-,-,#,-,-
新潟,54541,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,柏崎,カシワザキ,柏崎市元城町,37,21.1,138,33.2,7,10,2.5,#1978.11.15,54925,-
新潟,54566,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,守門,スモン,魚沼市西名,37,20.8,139,2.6,222,10,5.4,(1975.5.21)1978.11.17,54930,Excluding humidity
新潟,54586,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大潟,オオガタ,上越市大潟区土底浜,37,13.5,138,19.5,13,10,2.3,1978.11.14,-,Excluding humidity
新潟,54606,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,小国,オグニ,長岡市小国町新町,37,17.5,138,42.1,83,-,-,1977.6.21,-,-
新潟,54616,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,小出,コイデ,魚沼市佐梨,37,13.6,138,57.8,98,10,4,#1978.11.17,54935,Excluding humidity
新潟,54621,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,大湯,オオユ,魚沼市下折立,37,12.3,139,3.7,240,-,-,1981.5.22,-,-
新潟,54651,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,高田,タカダ,上越市大手町_高田特別地域気象観測所,37,6.4,138,14.8,13,18,-,#1978.3.11,54937,-
新潟,54661,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,安塚,ヤスヅカ,上越市安塚区和田,37,6.4,138,27.4,126,6.5,3.5,#1978.11.15,54940,Excluding humidity
新潟,54666,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,川谷,カワダニ,上越市吉川区川谷字宮田,37,12,138,31,206,-,-,1985.6.14,-,-
新潟,54671,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,松代,マツダイ,十日町市松代,37,7.9,138,36.4,210,-,-,1977.6.21,-,-
新潟,54676,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,十日町,トオカマチ,十日町市小泉字北原,37,8.6,138,43.6,170,10,4.5,#1978.11.16,54945,Excluding humidity
新潟,54711,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,糸魚川,イトイガワ,糸魚川市東寺町,37,2.6,137,52.5,8,10,2.5,#1978.11.13,-,Excluding humidity
新潟,54721,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,能生,ノウ,糸魚川市大字平,37,5,138,1.4,55,10.2,3.5,#1978.11.13,54950,Excluding humidity
新潟,54737,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,筒方,ドウガタ,上越市板倉区筒方,37,1.8,138,20.6,255,-,-,1985.6.14,-,-
新潟,54761,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,塩沢,シオザワ,南魚沼市塩沢,37,2.3,138,50.8,195,-,-,1983.6.14,-,-
新潟,54816,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,関山,セキヤマ,妙高市大字関山字原田,36,56,138,13.3,350,10,4.3,(1975.5.14)1978.11.14,54955,Excluding humidity
新潟,54836,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,津南,ツナン,中魚沼郡津南町中深見乙,36,59.8,138,41,452,10,4.9,#1978.11.16,54965,Excluding humidity
新潟,54841,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,湯沢,ユザワ,南魚沼郡湯沢町湯沢字中島川原,36,56.5,138,48.6,340,10,4,#1978.11.18,54960,Excluding humidity
新潟,54876,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,平岩,ヒライワ,糸魚川市山之坊,36,53.2,137,51.8,260,-,-,1978.11.10,-,-
新潟,54892,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,樽本,タルモト,妙高市大字樽本乙,36,53.4,138,16.5,633,-,-,1985.6.13,-,-
富山,55022,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,朝日,アサヒ,下新川郡朝日町南保町,36,56.2,137,33.8,43,10.1,2,2017.9.27,55900,-
富山,55041,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,氷見,ヒミ,氷見市七分一,36,51.8,136,57.6,7,10.2,1.6,1978.11.18,55915,Excluding humidity
富山,55056,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,魚津,ウオヅ,魚津市六郎丸,36,49.3,137,25.7,48,10,1.8,#1978.11.16,55905,-
富山,55063,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,宇奈月,ウナヅキ,黒部市宇奈月町内山,36,50.8,137,33.4,160,-,-,1984.6.21,-,-
富山,55091,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,伏木,フシキ,高岡市伏木古国府_伏木特別地域気象観測所,36,47.5,137,3.3,12,15.3,-,#1975.12.12,55907,-
富山,55102,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,富山,トヤマ,富山市石坂_富山地方気象台,36,42.5,137,12.1,9,20,-,1986.1.30,55908,-
富山,55141,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,砺波,トナミ,砺波市五郎丸,36,36.6,136,57.3,69,6.5,2.1,#1976.4.1,55910,-
富山,55151,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,秋ヶ島,アキガシマ,富山市秋ヶ島_富山航空気象観測所,36,38.9,137,11.2,24,10,-,2003.1.1,55925,Excluding sunlight/humidity/atmospheric pressure
富山,55156,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,大山,オオヤマ,富山市花崎,36,36.5,137,17,128,-,-,1984.6.28,-,-
富山,55166,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,上市,カミイチ,中新川郡上市町東種,36,40.2,137,25.4,296,10,2.8,1978.11.15,-,Excluding humidity
富山,55191,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,南砺高宮,ナントタカミヤ,南砺市高宮,36,32.7,136,52.3,91,10,2.4,#1978.11.17,-,Excluding humidity
富山,55206,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,八尾,ヤツオ,富山市八尾町樫尾,36,34.2,137,9.5,124,10.1,2.5,#1976.2.27,-,Excluding humidity
富山,55217,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,立山芦峅,タテヤマアシクラ,中新川郡立山町芦峅寺,36,34.6,137,23.1,379,-,-,2010.3.29,-,-
富山,55252,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,五箇山,ゴカヤマ,南砺市下梨中の平,36,25.8,136,56.5,357,-,-,2004.10.19,-,-
富山,55267,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,猪谷,イノタニ,富山市猪谷,36,28.4,137,14.2,215,-,-,1996.10.28,55920,-
石川,56036,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,珠洲,スズ,珠洲市正院町正院,37,26.8,137,17.2,4,7.5,2,#1978.11.20,56900,Excluding humidity
石川,56052,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,輪島,ワジマ,輪島市鳳至町畠田_輪島特別地域気象観測所,37,23.4,136,53.7,5,28.1,-,1986.6.20,56903,-
石川,56081,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,門前,モンゼン,輪島市門前町北川,37,15.7,136,43.7,11,-,-,#,-,-
石川,56093,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,三井,ミイ,輪島市三井町洲衛_能登航空気象観測所,37,17.6,136,57.7,219,10,-,2003.7.7,-,Excluding sunlight/humidity/atmospheric pressure
石川,56116,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,志賀,シカ,羽咋郡志賀町富来領家町甲,37,8.6,136,43.5,6,8.5,2,#1978.11.21,-,-
石川,56146,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,七尾,ナナオ,七尾市万行町43の部,37,1.8,136,59.5,58,10,1.5,#1978.11.21,56905,-
石川,56176,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,羽咋,ハクイ,羽咋市旭町,36,53.6,136,46.6,15,19.5,2,#1978.11.22,-,Excluding humidity
石川,56186,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,かほく,カホク,かほく市内日角井,36,42.7,136,41.5,42,10,2,#1978.11.22,-,Excluding humidity
石川,56192,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,宝達志水,ホウダツシミズ,羽咋郡宝達志水町坪山,36,47.3,136,46.1,90,-,-,2003.8.12,-,-
石川,56227,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,金沢,カナザワ,金沢市西念_金沢地方気象台,36,35.3,136,38,6,48.4,-,1991.10.23,56907,-
石川,56232,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,医王山,イオウゼン,金沢市平等本町,36,31.2,136,44.7,420,-,-,2003.7.29,-,-
石川,56276,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,小松,コマツ,小松市今江町,36,22.9,136,26.1,3,10,2,1978.12.1,-,Excluding humidity
石川,56286,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,白山河内,ハクサンカワチ,白山市河内町福岡,36,23.8,136,37.2,136,10,2.5,(1975.5.7)1978.11.24,56910,Excluding humidity
石川,56301,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,加賀菅谷,カガスガタニ,加賀市山中温泉菅谷町,36,13.8,136,21.7,83,10,2,#1978.11.27,56915,Excluding humidity
石川,56346,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,白山白峰,ハクサンシラミネ,白山市白峰,36,10.8,136,37.5,470,-,-,1977.7.13,-,-
石川,56401,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,舳倉島,ヘグラジマ,輪島市海士町所属舳倉島高見,37,51,136,55.1,8,-,-,2014.8.19,-,-
福井,57001,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,三国,ミクニ,坂井市三国町平山,36,14.6,136,10.4,34,9.9,2,(1975.6.24)1978.11.27,-,Excluding humidity
福井,57026,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,春江,ハルエ,坂井市春江町江留中_福井航空気象観測所,36,8.5,136,13.4,5,6,-,2003.1.1,-,Excluding sunlight/humidity/atmospheric pressure
福井,57051,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,越廼,コシノ,福井市居倉町,36,0.7,135,59.4,30,10,1.5,1978.11.27,-,Excluding humidity
福井,57066,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,福井,フクイ,福井市豊島_福井地方気象台,36,3.3,136,13.3,9,26.1,-,#1975.3.15,57903,-
福井,57071,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,美山,ミヤマ,福井市美山町,35,59.9,136,21.5,70,-,-,1975.5.7,-,-
福井,57082,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,勝山,カツヤマ,勝山市平泉寺町平泉寺86字岡道北,36,2.3,136,31.3,196,9,3.5,1993.10.18,-,Excluding humidity
福井,57106,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,武生,タケフ,越前市村国,35,54.3,136,10.4,32,-,-,2005.10.27,57920,-
福井,57121,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,大野,オオノ,大野市93字蛇塚四,35,58.3,136,29.8,182,6.4,3.5,#1976.3.2,57905,Excluding humidity
福井,57176,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,九頭竜,クズリュウ,大野市貝皿,35,54.5,136,40.1,436,-,-,1982.6.1,57900,-
福井,57206,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,今庄,イマジョウ,南条郡南越前町今庄,35,46,136,12,128,10,2.5,#1978.11.28,57910,Excluding humidity
福井,57248,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,敦賀,ツルガ,敦賀市松栄町_敦賀特別地域気象観測所,35,39.2,136,3.7,2,28,-,1988.2.12,57913,-
福井,57286,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,美浜,ミハマ,三方郡美浜町久々子,35,36,135,55,10,10,2,(1975.5.19)1978.11.28,-,Excluding humidity
福井,57311,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,大飯,オオイ,大飯郡おおい町本郷,35,28.8,135,37,3,-,-,1995.11.10,-,-
福井,57317,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,小浜,オバマ,小浜市遠敷,35,29,135,46.9,10,24.9,2,1992.11.2,57915,-
滋賀,60026,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,柳ケ瀬,ヤナガセ,長浜市余呉町柳ケ瀬字大門,35,34.9,136,11.3,220,-,-,1976.4.27,60900,-
滋賀,60051,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,今津,イマヅ,高島市今津町弘川,35,24.7,136,1.7,88,10,1.5,#1978.11.16,60905,Excluding humidity
滋賀,60061,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,長浜,ナガハマ,長浜市唐国町,35,25.4,136,14.5,95,10,1.5,(1975.5.7)1978.11.17,-,Excluding humidity
滋賀,60081,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,朽木平良,クツキヘラ,高島市朽木平良,35,18.5,135,49.8,380,-,-,2005.12.6,-,-
滋賀,60102,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,米原,マイバラ,米原市朝日字尻屋,35,23,136,20.6,147,6.5,1.5,2001.3.30,60911,Excluding humidity
滋賀,60116,Rainfall/Temprature/Wind/Humidity,Wired robotic meteorological instruments,Y,Y,Y,Y,Y,Y,N,南小松,ミナミコマツ,大津市南小松,35,14.1,135,57.4,90,10,1.5,#1978.11.16,-,Excluding humidity
滋賀,60131,Observations/Special automated weather station,Ground-based meteorological instruments,Y,Y,Y,Y,Y,N,Y,彦根,ヒコネ,彦根市城町_彦根地方気象台,35,16.5,136,14.6,87,19.7,-,#1975.3.14,60915,-
滋賀,60161,Rainfall,Wired robotic rain gauge,Y,N,N,N,N,N,N,近江八幡,オウミハチマン,近江八幡市土田町,35,7.6,136,5.5,90,-,-,#,-,-
